no_of_adults,no_of_children,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Stay,booking_status_Not_Canceled,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,1,0,1,7,2018,3,24,0,0,0,174.67,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,246,2018,12,27,0,0,0,58.36,1,7,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,4,11,2018,11,8,0,0,0,163.63,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,74,2017,9,18,0,0,0,109.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,40,2017,9,19,0,0,0,94.5,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2018,3,15,0,0,0,68.64,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,34,2017,10,16,0,0,0,99.45,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,18,2017,10,31,0,0,0,78.54,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,89,2018,4,8,0,0,0,71.67,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,0,2017,12,29,0,0,0,60.25,0,4,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,88,2018,8,23,0,0,0,152.87,0,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,57,2018,11,11,0,0,0,64.37,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,173,2018,8,4,0,0,0,105.3,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,142,2018,6,9,0,0,0,109.2,1,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,53,2018,10,14,0,0,0,120.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,110,2017,7,25,0,0,0,94.5,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,33,2018,4,18,0,0,0,90.54,0,5,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,69,2018,6,12,0,0,0,120.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,35,2018,3,8,0,0,0,81.9,1,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,129,2018,5,13,0,0,0,80.75,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,125,2018,6,17,0,0,0,97.71,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,100,2018,9,28,0,0,0,0.0,0,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2017,10,9,0,0,0,117.04,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,1,2018,8,20,0,0,0,139.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,13,2018,4,28,0,0,0,137.67,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,17,2018,12,9,0,0,0,108.2,0,9,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,443,2018,4,29,0,0,0,65.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,1,2017,11,12,1,1,6,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0
3,0,0,4,61,2018,8,17,0,0,0,168.3,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,17,2018,11,12,0,0,0,75.4,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,64,2018,10,19,0,0,0,96.3,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,144,2018,9,23,0,0,0,129.6,2,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,20,2018,6,8,0,0,0,109.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,22,2018,7,27,0,0,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,11,14,0,0,0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,1,2017,11,10,0,0,0,83.2,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,211,2018,5,20,0,0,0,100.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,0,2018,10,12,0,0,0,130.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,81,2018,3,25,0,0,0,65.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,56,2017,9,17,0,0,0,58.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,1,1,1,278,2018,7,23,0,0,0,139.9,2,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,93,2017,12,3,0,0,0,72.25,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,79,2018,11,30,0,0,0,88.4,2,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,0,2018,10,18,0,0,0,120.0,0,6,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,203,2018,10,8,0,0,0,87.12,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,85,2018,10,6,0,0,0,85.0,1,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,12,2017,10,12,0,0,0,100.0,0,4,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,2,221,2018,8,10,0,0,0,86.75,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,47,2018,9,1,0,0,0,123.3,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,36,2018,10,16,0,0,0,107.1,1,1,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,14,2018,10,26,0,0,0,95.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,200,2018,12,24,0,0,0,130.05,0,7,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,157,2018,8,10,0,0,0,123.3,2,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,56,2018,4,17,0,0,0,90.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,11,2017,10,23,0,0,0,88.5,0,4,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,79,2018,7,3,0,0,0,138.56,1,12,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,212,2018,5,20,0,0,0,78.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,139,2018,8,13,0,0,0,114.3,0,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,108,2018,4,16,0,0,0,75.76,0,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,192,2018,6,24,0,0,0,95.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,101,2018,3,18,0,0,0,78.3,0,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,28,2017,10,29,0,0,0,130.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,4,2018,1,16,0,0,0,59.75,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,115,2018,2,27,0,0,0,76.0,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,150,2018,8,19,0,0,0,231.6,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2018,3,24,0,0,0,141.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,15,2017,8,27,0,0,0,85.29,1,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,159,2018,4,9,0,0,0,70.0,1,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,39,2018,2,13,0,0,0,78.3,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,73,2018,3,17,0,0,0,67.5,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,14,2018,2,19,0,0,0,87.0,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,131,2017,8,15,0,0,0,94.5,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,2,2018,10,7,0,0,0,133.47,1,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,70,2018,6,3,0,0,0,90.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,116,2018,2,28,0,0,0,0.0,0,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,317,2018,9,15,0,0,0,120.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,30,2018,9,1,0,0,0,153.0,2,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,2,2018,1,7,0,0,0,77.25,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,229,2018,10,27,0,0,0,70.44,2,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,2,2017,11,22,0,0,0,65.0,0,3,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,18,2018,3,25,0,0,0,79.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,1,22,2018,10,5,0,0,0,115.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,53,2018,3,29,0,0,0,98.6,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,72,2018,5,2,0,0,0,149.4,2,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,192,2018,6,24,0,0,0,95.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,6,2018,11,23,0,0,0,75.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,57,2018,4,1,0,0,0,81.9,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,19,2018,9,23,0,0,0,139.0,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,61,2017,10,26,0,0,0,72.24,1,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,53,2018,10,4,0,0,0,118.8,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,23,2018,9,16,0,0,0,139.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,19,2018,2,21,0,0,0,66.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,36,2018,3,10,0,0,0,81.9,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,64,2018,8,27,0,0,0,143.4,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,104,2017,12,3,0,0,0,75.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,0,2018,9,2,0,0,0,94.1,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2018,3,26,0,0,0,134.0,0,2,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,185,2018,11,4,0,0,0,107.1,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,433,2018,9,8,0,0,0,70.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,3,2018,5,12,0,0,0,96.8,1,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,213,2018,6,7,0,0,0,130.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,69,2018,6,12,0,0,0,120.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,39,2017,8,14,0,0,0,109.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,55,2018,3,2,0,0,0,69.5,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,70,2018,12,3,0,0,0,74.8,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,123,2017,12,29,0,0,0,72.25,2,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,7,149,2018,12,28,0,0,0,178.67,1,5,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2018,1,7,0,0,0,82.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,118,2018,6,6,0,0,0,110.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,29,2018,12,2,0,0,0,85.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,245,2018,7,6,0,0,0,110.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,8,2017,10,20,0,0,0,126.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,1,1,16,2018,10,19,1,0,8,98.0,2,1,1.0,0.0,0.0,1.0,0.0,0.0
2,0,1,1,190,2018,8,9,0,0,0,108.45,1,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,101,2018,5,6,0,0,0,126.9,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,98,2018,10,9,0,0,0,108.0,3,3,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,169,2018,7,5,0,0,0,167.45,2,4,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,28,2018,12,30,0,0,0,141.67,0,3,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,6,76,2018,9,4,0,0,0,207.9,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,214,2018,9,23,0,0,0,80.75,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,2,20,2017,9,1,0,0,0,86.4,1,7,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,143,2018,8,25,0,0,0,100.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,1,2018,2,10,0,0,0,86.0,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,66,2018,4,1,0,0,0,92.7,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,88,2018,12,6,0,0,0,88.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,85,2018,8,22,0,0,0,165.3,0,6,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,153,2018,8,9,0,0,0,123.25,1,6,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,72,2018,9,19,0,0,0,53.95,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,6,2018,11,16,0,0,0,121.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,42,2018,1,16,0,0,0,78.3,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,26,2018,6,8,0,0,0,120.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,16,2017,9,13,0,0,0,105.0,2,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,320,2018,8,18,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,210,2018,8,18,0,0,0,90.9,1,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,301,2018,7,30,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,5,2017,10,31,0,0,0,177.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,7,2018,2,5,0,0,0,79.0,0,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,53,2018,11,11,0,0,0,69.76,1,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,178,2018,5,27,0,0,0,114.3,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,193,2018,7,31,0,0,0,72.25,1,4,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,112,2018,12,27,0,0,0,131.13,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,80,2018,12,27,0,0,0,114.9,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,16,2018,3,3,0,0,0,109.33,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,140,2017,12,29,0,0,0,70.0,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,63,2018,11,23,0,0,0,105.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,188,2018,6,15,0,0,0,130.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,44,2018,2,17,0,0,0,75.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,1,0,1,15,2018,10,4,0,0,0,116.31,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,107,2018,11,4,0,0,0,124.2,1,3,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,99,2018,2,19,0,0,0,80.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
2,2,0,6,82,2018,4,26,0,0,0,218.96,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,322,2018,5,19,0,0,0,80.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,188,2018,6,15,0,0,0,130.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,18,2018,4,12,0,0,0,119.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,44,2018,3,10,0,0,0,80.26,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,2,11,2018,8,19,0,0,0,127.6,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,33,2018,7,19,0,0,0,134.1,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,39,2018,2,21,0,0,0,150.3,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,37,2018,8,18,0,0,0,144.9,2,3,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,93,2018,10,6,0,0,0,113.4,3,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,239,2018,6,15,0,0,0,112.2,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,1,0,1,76,2018,6,17,0,0,0,126.9,2,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,71,2018,3,14,0,0,0,58.25,1,5,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,115,2018,8,14,0,0,0,144.13,3,7,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,5,14,2018,2,4,0,0,0,86.0,0,4,1.0,0.0,0.0,1.0,0.0,0.0
2,0,0,1,139,2018,10,8,0,0,0,118.8,0,3,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,1,91,2018,9,30,0,0,0,110.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,4,2018,9,12,0,0,0,110.11,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,127,2018,10,8,0,0,0,91.48,1,1,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,131,2018,7,11,0,0,0,101.15,1,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,51,2018,3,10,0,0,0,63.75,1,4,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,48,2017,10,19,0,0,0,94.5,1,4,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,181,2018,10,11,0,0,0,98.1,1,1,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,386,2018,10,23,0,0,0,90.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,123,2018,9,25,0,0,0,201.6,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,1,0,1,195,2018,8,13,0,0,0,130.5,1,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,7,2017,12,29,0,0,0,65.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,4,2018,2,27,0,0,0,0.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,1,36,2018,8,18,0,0,0,135.9,0,3,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,9,2018,8,1,0,0,0,201.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,1,102,2018,5,13,0,0,0,105.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0
2,3,0,7,178,2018,7,20,0,0,0,221.0,2,2,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2018,4,15,0,0,0,73.92,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,60,2018,6,1,0,0,0,116.1,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,160,2018,4,27,0,0,0,90.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,34,2017,9,23,0,0,0,177.33,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,30,2018,1,31,0,0,0,79.6,1,2,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,88,2017,10,5,0,0,0,112.2,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,325,2018,11,6,0,0,0,189.55,1,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,3,2018,12,6,0,0,0,81.88,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,240,2018,9,14,0,0,0,95.4,0,2,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,141,2018,9,23,0,0,0,163.8,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,118,2018,6,6,0,0,0,110.0,0,4,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,298,2018,5,10,0,0,0,76.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,188,2018,6,15,0,0,0,130.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,302,2018,9,16,0,0,0,100.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,1,1,16,2017,10,29,0,0,0,135.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,34,2017,11,1,0,0,0,60.0,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,70,2018,3,3,0,0,0,75.95,0,5,1.0,0.0,0.0,0.0,0.0,1.0
1,0,1,4,0,2017,12,2,0,0,0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0
2,0,0,1,154,2018,8,26,0,0,0,72.25,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,129,2018,10,10,0,0,0,132.3,0,6,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,7,2018,3,8,0,0,0,97.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,54,2018,7,3,0,0,0,85.5,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,120,2018,5,9,0,0,0,99.45,0,4,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,164,2017,10,2,0,0,0,100.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,74,2018,5,15,0,0,0,132.6,0,5,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,107,2017,7,17,0,0,0,52.36,0,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,31,2018,3,13,0,0,0,85.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,69,2018,3,12,0,0,0,150.3,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,191,2018,6,3,0,0,0,132.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,253,2018,5,4,0,0,0,90.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0
2,2,0,6,206,2018,8,5,0,0,0,168.3,1,1,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,35,2018,9,26,0,0,0,99.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,71,2018,6,14,0,0,0,120.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,163,2018,10,15,0,0,0,115.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,182,2018,9,30,0,0,0,117.9,2,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,8,14,0,0,0,109.0,0,2,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0,1,4,2018,3,7,0,0,0,92.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,109,2018,8,6,0,0,0,146.7,3,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,327,2017,9,9,0,0,0,88.0,1,6,1.0,0.0,0.0,0.0,1.0,0.0
3,0,0,4,58,2018,5,18,0,0,0,159.3,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,336,2018,9,21,0,0,0,78.0,0,5,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,82,2018,6,14,0,0,0,143.1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,9,2018,3,31,0,0,0,95.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0
2,0,0,4,72,2018,6,1,0,0,0,108.11,0,3,1.0,0.0,0.0,0.0,0.0,1.0
2,2,0,6,66,2018,5,25,0,0,0,187.85,2,7,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,4,18,2018,9,28,0,0,0,160.67,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,114,2018,8,4,0,0,0,106.5,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,163,2018,10,28,0,0,0,80.1,2,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,206,2018,8,28,0,0,0,99.21,1,7,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,62,2018,4,11,0,0,0,112.2,0,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,4,53,2018,9,20,0,0,0,115.04,1,3,1.0,0.0,0.0,0.0,0.0,1.0
2,0,1,1,241,2018,6,20,0,0,0,106.2,1,9,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2018,2,26,0,0,0,70.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,301,2018,7,30,0,0,0,115.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0
2,1,0,1,220,2018,9,3,0,0,0,143.1,1,2,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,10,2017,10,31,0,0,0,77.21,2,4,1.0,0.0,0.0,0.0,0.0,1.0
3,0,0,4,56,2018,8,29,0,0,0,142.2,0,5,0.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,29,2018,3,1,0,0,0,57.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
2,2,1,6,75,2018,1,2,0,0,0,180.2,1,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,0,2017,8,10,0,0,0,115.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,126,2018,9,12,0,0,0,80.75,1,3,0.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,74,2017,9,18,0,0,0,101.5,0,2,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,1,73,2018,9,15,0,0,0,100.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0
2,0,0,4,47,2018,3,21,0,0,0,73.8,0,1,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0,4,4,2018,9,2,0,0,0,162.0,0,5,1.0,0.0,0.0,0.0,0.0,1.0
2,0,0,1,24,2018,3,26,0,0,0,141.0,1,2,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0,1,1,2018,3,8,0,0,0,75.0,0,3,1.0,0.0,0.0,0.0,1.0,0.0
1,0,1,1,20,2018,11,28,0,0,0,79.0,1,2,1.0,0.0,0.0,1.0,0.0,0.0
1,0,0,1,35,2018,4,22,0,0,0,94.5,1,3,1.0,0.0,0.0,0.0,0.0,1.0
